,Unnamed: 0,WritingDate,Title,Conclusion,OrgNameDisc
940,940,2024-07-05,拉卡拉(300773)：ESG成效显著 公司增长可期,"　　本报告导读：
　　公司发布ESG 报告，公司在构建数字化服务生态等方面持续融入ESG 理念，实现公司的可持续发展，行业竞争格局改善下，看好公司未来增长。
　　投资要点：
　　事件
　　近日拉卡拉发布环境、社会及公司治理（ESG）报告，较为详细的介绍了公司在ESG 方面的成效。
　　评论：
　　拉卡拉将ESG 理念融入公司的运营管理，助力企业可持续发展。拉卡拉将公司的ESG 工作聚焦于四大领域：构建数字化服务生态、打造可持续发展职场、共享可持续发展未来及筑牢可持续发展基石。通过将ESG 理念融入公司运营管理的每一个环节，为企业可持续发展注入动力，为经济社会高质量发展作出贡献。
　　拉卡拉依托支付，构建“支付+科技+金融+数据”数字化服务生态。
　　支付方面，为商户提供多渠道、多样化、一站式收款方式，覆盖2000万+商户，2023 年全年支付交易量4.51 万亿元；并构建全球数字支付网络，解决跨境商户“收、付、换”难题，跨境支付网络覆盖100+国家。数字科技方面，提供全链路数字化解决方案，通过拉卡拉APP 为商户提供进件、收款、账务管理、供应链管理、经营管理等服务，助力小微商户数字化升级，拉卡拉APP 用户数已经突破280 万人。数据价值应用方面，链接银行与小微商户，提升融资可得性，当前已经合作28 家银行。
　　行业竞争格局改善，看好公司业绩增长及后续的持续分红：考虑公司扫码业务规模和占比提升，供给侧出清公司市占率提升，看好公司收单净费率提升及业绩增长。公司2023 年分红4 亿元，分红比例87%超预期，公司上市初期分红比例一直稳定在80%以上，后因业绩原因未分红，随着当前业绩持续增长，公司有望恢复持续高分红回馈投资者。
　　投资建议：公司作为支付行业龙头，有望受益于行业竞争格局改善带来的业绩提升，维持2024-2026 年EPS 为1.16/1.49/1.82 元，维持“增持”评级，维持目标价27.62 元，对应24 年25xP/E。
　　风险提示：资本市场大幅波动;两融业务不及预期。",国泰君安
941,941,2024-07-05,华测检测(300012)：Q2业绩超预期 业务经营稳步向好,"　　核心观点
　　公司发布2024 年半年度业绩预告，Q2 预计实现营收15.68-16. 28亿元，同比增长9%-13%，归母净利润3.00-3.07 亿元，同比增长6%-8%，已脱离Q1 的负增长区间，业绩超出我们预期。展望下半年，随着上年同期基数压力减小，同时公司各项业务发展稳中向好，业绩增长或将提速。作为综检龙头，公司在传统领域保持市场竞争力，并持续布局战略领域，收入有望保持稳健增长；此外，公司对内推进精益管理提质增效，对外保持良好的品牌形象有望受益于行业集约化发展，我们看好公司的长期发展曲线。
　　事件
　　公司发布2024 年半年度业绩预告，2024 年上半年公司预计实现营业收入27.60-28.20 亿元，同比增长8%-10%，归母净利润4. 33-4.40 亿元，同比增长1%~3%，扣非归母净利润4.00-4.07 亿元，同比增长4%-6%。
　　单季度来看，2024Q2 公司预计实现营收15.68-16.28 亿元，同比增长9%-13%，归母净利润3.00-3.07 亿元，同比增长6%-8%，扣非归母净利润2.87-2.94 亿元，同比增长7%-10%。
　　简评
　　Q2 业绩超预期，业务经营状况稳步向好
　　2024 年上半年公司始终坚持战略定力，以管理的确定性应对外部的不确定性挑战。公司管理层围绕年初制定的经营目标，在稳固和深化既有业务优势的同时，积极把握市场机会，公司二季度整体经营状况向好，在上年同期高基数的基础上实现稳健增长。同时公司深入推进精益管理，强化组织能力，全力推进提质增效，持续提升运营效率，综合毛利率较上年同期有所提升。
　　按照业绩预告中枢值计算，2024Q2 公司营业收入、归母净利润同比分别增长11%、7%，较Q1 的6.70%、-8.12%增速均有明显改善，特别是利润端脱离负增长区间，整体业绩超出我们预期。我们预计生命科学、工业测试板块或将保持较好增长态势，尤其是公司优势主业方面，食品检测需求逐步修复向好，环境检测方面第三次土壤普查持续释放增量，此外医药及医学服务板块表现或将持续修复。展望下半年，随着上年同期基数压力减小， 同时公司各项业务发展稳中向好，业绩增长或将提速。
　　检验检测行业稳健发展，龙头有望受益于行业集约化趋势近年来中国检验检测行业保持稳健增长势头，根据市场监管总局数据，2023 年检验检测行业全年实现营业收入约4700 亿元，同比增长超9%，保持较强韧性；共出具检验检测报告6 亿余份，同比下降约7%。在检测行业发展中，大型检测公司在设备、人员、研发能力、信息化管理能力等方面具有较强优势，检测的稳定性和可靠性为其品牌公信力的塑造奠定了良好基础。从业务布局来看，头部企业通过丰富业务线以及全国性布局乃至全球布局具备更强的接单能力以及更高的实验室利用率获得快于行业增速的成长性。整体来看，行业集约化趋势愈发明显，未来我国龙头检测服务企业强者恒强的局面将进一步深化。
　　发布回购股份方案，彰显公司发展信心
　　2024 年7 月3 日，公司发布关于回购公司股份方案的公告，公司拟使用自有资金以集中竞价交易方式回购公司股份，回购股份数量不低于200 万股且不超过300 万股，回购价格不超过人民币16.83 元/股，按照数量和价格上限计算，预计回购金额不超过5,049 万元，回购的公司股份将用于员工持股计划或股权激励。股份回购彰显了公司对未来可持续发展的坚定信心，有助于维护投资者利益，同时建立完善的长效激励约束机制，提高团队凝聚力和竞争力，助力公司的长远发展。
　　投资建议：公司作为综检龙头，在传统领域保持市场竞争力，并持续布局战略领域，收入有望保持稳健增长；此外，公司对内推进精益管理提质增效，对外保持良好的品牌形象有望受益于行业集约化发展趋势， 我们看好公司的长期发展曲线。我们预计2024-2026 年公司实现营收64.77、73.16、81.76 亿元，同比分别增长15.6%、13.0%、11.8%，归母净利润分别为10.34、11.87、13.45 亿元，同比分别增长13.6%、14.8%、13.3%，对应PE 分别为16.9、14.7、13.0 倍，维持“买入”评级。
　　风险提示：①公信力和品牌受不利事件影响的风险：公信力和品牌是检验检测认证机构持续发展的原动力，一旦出现质量问题导致公信力和品牌受损，检验检测机构可能会失去客户信任，影响企业的业务拓展和盈利状况，严重情况下，可能会被取消检测认证资格，影响企业的持续经营。②并购整合低于预期的风险：检测认证行业具有碎片化的特性，横跨众多行业，且每个细分行业相对独立，难以快速复制。并购是公司的长期发展战略之一，但并购标的的选取，以及并购后的整合关系到并购工作是否成功，存在较大风险。③新布局业务拓展不及预期：近年来公司在医药健康、新材料测试、半导体芯片等领域加大投资，布局新业务拓展，但新建实验室需要装修、人员招聘、采购设备、评审，拿到资质才能正式运营，达到盈亏平衡需要一定的周期，新建实验室产能不达预期可能会对公司利润造成影响。",中信建投证券
942,942,2024-07-04,华测检测(300012)：二季度业绩超预期 检测龙头经营拐点向上,"　　2024 年Q2 归母净利润中枢预增7%，业绩拐点向上，综合毛利率同比提升根据公司公告，2024 年上半年预计实现营收 27.6-28.2 亿元，同比增长8%-10%，归母净利润 4.3 亿元-4.4 亿元，同比增长1%-3%，扣非归母净利润 4.0-4.1 亿元，同比增长4%-6%。2024 年Q2 预计实现营收15.7-16.3 亿元，同比增长9%-13%，归母净利润 3.0-3.1 亿元，同比增长6%-8%，扣非归母净利 2.87-2.94 亿元，同比增长7%-10%。2024 年二季度在去年同期高基数基础上实现稳健增长，业绩超预期，经营拐点向上。公司深入推进精益管理，持续提升运营效率，综合毛利率同比提升。我们预计随着医药医学板块感染类高基数、医疗行业改革等影响弱化，下半年土壤三普放量，工业测试延续良好增长态势等，看好公司在优秀管理层带领下提质增效，经营有望持续向好，中长期保持稳健增长。
　　拟0.5 亿元回购公司股份，彰显长期发展信心根据公司7 月2 日公告，拟以自有资金回购公司股份200-300 万股，回购价格不超过16.83 元/股（相对于7 月2 日收盘价上涨76%），按回购数量上限300 万股和回购价格上限16.83 元/股测算，预计回购金额不超过5049 万元，回购期限为12 个月。回购计划的发布彰显了对公司长期发展的信心，回购股份将用于实施股权激励或员工持股计划。
　　传统领域龙头优势凸显，布局战略赛道培育中长期增长点，稳步推进国际化生命科学：土壤三普稳步推进，中标情况理想，签单情况符合公司预期，2024年为三普最后一个执行年，我们预计有望在下半年放量。食品检测企业端需求逐步恢复，签单情况良好。工业测试：从去年到2024 年Q1 一直延续较好的增长态势，建工业务持续向好，工业设备检测、工业材料、计量校准、双碳ESG、数字化业务保持良好增长。消费品测试：加码投资汽车电子可靠性、汽车EMC、智能网联、电机/电控，国内汽车检测板块表现优异，营收快速增长。医药医学：
　　除CRO 和医学检测，布局医药平台、精准医疗、医疗器械及健康管理服务等中长期利润增长点。公司前瞻性布局“低空经济”亿万产业新赛道，具备全产业链技术服务先发优势，有望在我国低空经济产业快速发展进程中优先受益。
　　稳步推进国际化，实行“ 两步走”：将新加坡作为海外总部，后续将加快东南亚及其他地区业务布局与扩张，通过并购+自建的方式布局消费品、船舶、食品等领域。第一步促成更多与中国业务有协同效应的海外并购；第二步在全球建立多元化服务网络，在此基础上，搭建国际化销售网络、推动大消费品领域国际客户的增长，打造平台型企业，提升全球化运营能力和国际竞争力。
　　盈利预测与估值
　　预计2024-2026 年归母净利润10.5、12.2、14.0 亿元，同比增长15.2%、16.2%、14.9%，复合增速15.5%， 对应PE 为17、14、12 倍，维持“买入”评级。
　　风险提示：下游细分领域恶性竞争加剧、规模扩大带来的管理能力挑战",浙商证券
943,943,2024-07-04,大叶股份(300879)：行业东风已至 油动OPE龙头启航,"　　割草机为OPE 行业大单品，燃油割草机市场空间广阔。根据史丹利百得公告与弗若斯特沙利文数据测算，预计至2025 年全球OPE 市场规模为324亿美元，其中割草机约120 亿美元，为核心品类；割草机类目中燃油动力占比66.1%，预计2025 年燃油割草机市场规模可达78.4 亿美元，2020-2025 年CAGR 为5%，高基数下市场增量约17 亿美元，能够提供较为广阔的发展机会。
　　公司成功绑定头部大型商超，有望驱动收入快速增长。公司是境内割草机出口翘楚，通过全球化供应链布局最大程度避免了“双反”政策带来的影响，并通过与百力通合作，形成了关税税率方面优势以及对渠道的高效本土服务能力。公司2021 年期成功与家得宝（北美头部零售渠道）达成合作，长期视角下订单增长具备较强驱动。
　　公司Murray 品牌向家得宝独家供应，性价比优势补位，渠道资源有保障。家得宝官网显示，目前家得宝渠道入驻的油动割草机品牌除Murray 为渠道独供外，其它均为普通第三方品牌。独家合作模式下，品牌与渠道方的利益深度绑定，品牌有望获得渠道更多支持。家得宝官网显示，Murray 品牌目前已有7 款割草机产品入驻家得宝渠道，其中包含3 款骑乘式及4 款手推式，同水平参数下定价最低，性价比定位凸显，渠道铺货有望驱动收入放量。
　　未来展望：品牌化+多品类布局，长期成长多点共振：自有品牌：GreenMachine 已进入家得宝线上平台进行销售，差异化布局满足用户需求，未来有望进入线下渠道，发展潜力可期；拓品类：公司坚持长期研发投入，目前已有锂电类割草机产品储备，品牌及渠道资源有望复用。
　　投资建议：公司是国内割草机行业领先企业，与核心客户家得宝战略合作，长期增长具备较高确定性。我们预计公司2024-2026 年收入分别为17.4/25.6/33.7 亿元，同增86.9%/47.4%/31.7%；归母净利润分别为0.9/1.6/2.5亿元，同增151.9%/74.3%/56.8%，当前对应PE 分别为25/14/9 x，首次覆盖给予“增持”评级。
　　风险提示：产能释放不及预期；汇率、原材料、海运费等成本大幅波动；中美贸易关系大幅波动。",财通证券
944,944,2024-07-01,耐普矿机(300818)：业绩符合预期 收入、利润高增长,"    业绩简评
    2024 年7 月1 日公司发布24 年半年度业绩预告，预计1H24 实现归母净利润0.8-0.9 亿元，同比增长50%-68.75%；实现扣非归母净利润0.78-0.88 亿元，同比增长63.92%-84.92%。其中2Q24 预计实现归母净利润0.41-0.51 亿元，同比减少38.46%至23.38%，环比增长4.08%至29.59%；实现扣非归母净利润0.4-0.5 亿元，同比减少35.47%至19.24%，环比增长3.79%至29.9%。
    经营分析
    新签订单饱满，公司上半年收入实现高增长。根据公司公告信息，23 年公司新签订单12.25 亿元，同比增长63.33%，1Q24 公司新签订单2.38 亿元，较去年同期剔除EPC 项目同比增长9.68%，其中矿用备件合同签订额为2.11 亿元，较去年同期增长63.90%。伴随订单高增长，公司1H24 营业收入同比增长超55%。
    去年同期汇兑收益较高，对利润增速造成一定影响。公司1H24 汇兑收益为1022.4 万元，其中2Q24 为316.99 万元，而2Q23 同期汇兑收益为3893.29 万元。若剔除汇兑收益影响，公司2Q24 的归母净利润增速高达37.5%-74.04%。
    赞比亚基地预计下半年投产，全球化生产布局持续推进。根据公司公告信息，赞比亚生产基地将于2024 年下半年陆续释放产能。
    国内二期扩建项目已动工建设，预计2024 年年底投产，届时公司产能将得到较大释放。另外，公司在智利生产基地也已开工建设。
    塞尔维亚和秘鲁的基地也在规划中。未来，公司将建设成已江西上饶为中心，以蒙古国、赞比亚、智利、塞尔维亚、秘鲁为依托，完成覆盖全球主要矿业地区的生产布局。
    盈利预测、估值与评级
    预计公司24 至26 年实现归母净利润1.55/2.21/2.96 亿元，对应当前PE26X/19X/14X, 考虑公司橡胶耐磨备件业务有较好成长前景同时盈利能力较强，公司业绩有望实现高增长，维持“买入”评级。
    风险提示
    新材料渗透率提升不及预期，下游资本支出不及预期，中资矿企海外扩张不及预期，可转债余额较大。",国金证券
945,945,2024-07-02,锋尚文化(300860)：文旅演艺固本 C端新业态开启成长新篇,"　　深耕演艺主业，B 端订单充沛，C 端开启成长，首次覆盖给予“买入”评级
	公司是国内文化创意产业头部公司，2022 年以来先后完成北京冬奥会、杭州亚运会开闭幕式文艺演出等重大国家级项目，具备丰富的大型活动及文旅演艺设计运营经验。截至2024 年4 月公司累计在手订单为9 亿元，后续业绩或逐步释放。
　　此外，公司近几年开始大力开拓C 端文旅业务，其中上海中心Sky632 项目初具规模，在杭州打造的新型文娱空间“尚Livespace”及沉浸式文旅演艺项目《湘湖·雅韵》于2024 年6 月先后开业或开演，项目模式或持续推广复制至其他城市，打开成长空间。我们预计公司2024/2025/2026 年归母净利润分别为1.98/2.41/2.78 亿元，对应EPS 分别为1.04/1.26/1.45 元，当前股价对应PE 分别为20.7、17.0、14.8 倍，首次覆盖，给予“买入”评级。
　　旅游演艺市场持续火热，资金实力、品牌效应为参与者竞争的关键2023 年全国旅游演艺完成场次15.07 万场，较2019 年增长72.61%，票房收入166.36 亿元，较2019 年增长125.45%。旅游演艺行业总体呈现高投资、大场面、大制作的特点，资金实力及品牌效应成为参与者核心竞争要素。当前C 端新型文旅演艺形式发展提速，为旅游演艺行业注入新动能，打造文旅新质生产力。
　　大型项目的丰富经验彰显公司核心竞争力，C 端新文旅项目打开成长空间公司先后参与了2008 年北京奥运会、2016 年G20 杭州峰会《最忆是杭州》、2018年韩国平昌冬奥会、2022 年北京冬奥会、2023 年杭州亚运会等大量国内、国际级活动的灯光及演艺项目，积累了丰富的大型演艺活动承办经验，在业内形成了突出的品牌影响力。借助B 端大型项目运营积累的经验、品牌优势，公司持续获得优质资源，发力C 端文旅演艺新业态，上海中心天时Sky 632、尚LiveSpace、《湘湖·雅韵》等项目或驱动C 端商业化长期空间打开。
　　风险提示：重大项目执行风险、市场竞争加剧风险、C 端项目不及预期风险。",开源证券
946,946,2024-07-02,青木股份(301110)首次覆盖报告：深耕代运营的一站式综合服务商 品牌孵化有望贡献增量,"　　公司：深耕代运营服务，构建全面电商服务生态。公司自2011 年确立代运营业务方向后，长期深耕电商代运营业务，2017 年以来拓展渠道分销、品牌数字营销等服务业务，目前已构建全面电商服务生态，面向全球客户提供一站式综合电商服务。合作品牌涵盖大服饰、大健康、宠物食品、美妆个护等产品类目，在大服饰领域优势明显。公司股权结构稳健，业务创始人持股比例稳定。
　　电商代运营：电商运营业务稳步增长，具备竞争优势。1）线上零售渗透率提升+品牌需求众多，行业稳健增长。当前零售线上化程度提升，2023 年网络零售渗透率达27.6%。品类红利向线上迁移，在品牌方大量进入电商行业的背景下，电商代运营服务承接线上化需求，行业规模稳健增长，至2022年规模达13.7 万亿元。代运营行业参与者众多，集中度较为分散，大部分服务商瞄准不同品类错位竞争。2）公司深化服务体系，具备多维度优势。
　　公司具备广泛优质的品牌客户基础，同时打造完备的服务生态体系，横向布局多平台联动，纵向扩充业务类型与服务范围；打造多个IT 系统，构建完善的数据化体系，进一步赋能运营服务。3）代运营服务基础上衍生服务获良性增长。
　　品牌孵化业务：重点布局宠物+健康，贡献第二增长曲线。1）目标行业空间大+增速快，大健康、宠物食品、美妆个护行业长坡厚雪。大健康行业空间广阔，细分子行业如保健品等领域受益于政策及公众健康意识觉醒，将保持快速增长态势。宠物食品及美妆个护行业贝塔强势，高速增长有望延续。
　　2）品牌孵化业务聚焦迭代，有望贡献增量。品牌孵化业务瞄准海外新兴品牌潜力，聚焦宠物食品及大健康领域品牌客户，推动合资运营品牌项目增加落地，未来有望贡献第二增长曲线。
　　投资建议：公司面向全球品牌提供一站式综合电商服务，深耕代运营服务，已构建全面的电商服务生态体系，在大服饰等领域拥有广泛且优质的品牌客户基础。未来公司将持续在大服饰领域拓展头部品牌客户，稳定代运营服务基本盘；加大力度投入品牌孵化业务，重点布局大健康/宠物食品板块，打造第二增长曲线；同时逐步提升数据化服务水平与技术服务能力，伴随消费环境回暖，公司业绩也有望进一步释放。我们预计公司2024-2026 年将实现营业收入12.61/15.54/18.01 亿元，归母净利润1.49/2.06/2.54 亿元，EPS分别为1.61/2.22/2.73 元/股，对应当前估值为18.4/13.3/10.8 倍PE。
　　风险提示：电商流量增速放缓，代运营服务成本增加；品牌方收回线上代运营授权，代运营服务项目减少；代运营行业竞争加剧；合作品牌收回代理权。",国盛证券
947,947,2024-07-02,诺思格(301333)：拟回购股份用于员工持股计划或股权激励,"　　事项：
　　公司发布公告，拟回购公司部分股份，用于员工持股计划或股权激励。
　　评论：
　　公司拟以自有资金回购公司部分股份，并将回购股份用于员工持股计划或股权激励。本次回购拟以集中竞价交易方式进行，回购价格不超过58.00 元/股（含本数），回购股份的资金总额上限为8000 万元（含本数），下限为5000 万元（含本数），展现出公司对未来发展的坚定信心。
　　从新签订单金额来看，公司2023 年新签订单金额达到9.76 亿元，同比增长20%，预计2024H1 新签订单情况继续呈现良好态势。国内医药市场环境逐渐向好，珠海、北京、广州等多地支持医药创新政策密集出台，从现金资助、加速临床试验开展节奏和审批、松绑支付端限制/鼓励多元支付、鼓励投融资等多方面对国内创新药研发全链条予以支持，国内市场研发需求有望逐步向好，公司作为创新药产业链临床CRO 环节全方位、全链条服务提供商，表现有望超出行业平均水平。
　　我们预计2024-2026 年公司归母净利润分别为1.66、2.20、2.81 亿元，同比增长2.3%、32.2%、27.6%。参考当前泰格医药、博济医药估值水平，我们给予公司2024 年31 倍PE，对应目标市值51 亿元，目标价格53 元，维持“推荐”评级。
　　风险提示：1、下游客户研发投入不及预期；2、行业竞争加剧；3、公司核心成员流失。",华创证券
948,948,2024-07-01,怡和嘉业(301367)公司简评报告：海外业务有望迎来拐点 看好长期业绩增长潜力,"　　怡和嘉业：业绩实现跨越式增长的国内家用呼吸机行业龙头，出口业务拐点初现。公司是集自主研发、生产、销售及相关服务于一体的国内呼吸健康领域医疗设备和耗材龙头企业，能够为OSA 和COPD 患者提供治疗和呼吸健康慢病管理服务。凭借海外和国内市场双轮驱动，公司近年来业绩实现了跨越式增长。2024 年1 月，飞利浦宣布将在美国地区停止销售包括医用呼吸机、家用呼吸机在内的呼吸业务线重要产品，我们认为家用呼吸机行业的竞争格局将发生重大变化，公司有望借助该项契机实现全球市占率的持续提升。2023 年Q2 以来由于渠道库存消化影响，公司业绩承压，通过复盘行业龙头瑞思迈业绩趋势和海关出口数据，我们认为目前美国家用呼吸机市场渠道库存去化良好，动销逐步恢复常态。2024 年Q1 公司业绩初现拐点，我们认为随着渠道库存压力在逐渐消退，美国市场需求有望自2024 年3 季度起逐步改善，带动公司出口业务重回较快增长。
　　国内市场仍有较大增长空间，产品结构优化助力盈利能力提升。近年来公司国内收入也呈现出快速增长态势，主要受益于疫情后社会大众对于呼吸系统疾病和慢性病防治意识提升。与美国相比，中国OSA 和COPD的诊断率和治疗率均偏低，未来仍有较大提升空间，家用呼吸机保有量仍有较大提升空间。从收入结构看，目前公司高毛利率的耗材业务收入占比仍然低于瑞思迈，未来随着推广力度加大和设备保有量提升，耗材收入占比增加有望带动公司盈利能力提升。
　　盈利预测和估值。我们预计2024 年至2026 年公司营业收入分别为12.62亿元、14.97 亿元和17.78 亿元，同比增速分别为12.4%、18.6%和18.8%；归母净利润分别为3.42 亿元、4.10 亿元和4.83 亿元，同比增速为15.1%、19.9%和17.7%，以6 月28 日收盘价计算，对应PE 分别为16.3、13.6和11.5 倍。首次覆盖给予“增持”评级。
　　风险提示：美国市场恢复进度和持续性低于预期；国内销售增速低于预期；贸易争端风险等。",首创证券
949,949,2024-06-28,特锐德(300001)：电力设备与充电网双引擎 共驱公司新征程,"　　核心观点
　　传统电力设备主业稳定增长，股权激励与员工持股计划彰显自身发展信心。公司电力设备“智能制造+集成服务”业务包括箱变、预制舱等业务。公司是中国箱式电力产品技术标准制定者和参与者，也是国内目前唯一参与国网第三代智能变电站标准规范编写的模块化预制舱厂家，公司凭借智能预制舱式模块化变电站产品获得工信部制造业单项冠军企业。随着国家持续加大在光伏、风电和电网等行业的投资，电力设备的需求持续被推动。公司发布股权激励计划及员工持股计划，公司（不包括特来电）2025 年业绩目标为以2023 年营业收入为基数，2025 年营业收入增长率不低于32%；以2023 年净利润为基数，2025年净利润增长率不低于35%（二者满足之一）。我们认为公司电力设备主业将受益于电网设备需求增长，股权激励与员工持股也将提高团队凝聚力，推动公司电力设备板块持续稳定增长。
　　子公司特来电是国内充电桩龙头，23 年扭亏为盈。根据充电联盟数据，截至2024 年5 月，特来电公共充电桩数量达到57.68 万台，市占率18.9%，为行业第一；充电功率达到2081 万kw。2024 年1-5 月充电量约47.72 亿度，公司累计充电量已突破300 亿度。2023 年随着特来电充电网业务快速发展，实现营业收入 60.41 亿元，同比+32.21%；归属于上市公司股东净利润 1.21 亿元，实现扭亏为盈。我们认为随着新能源汽车保有量持续提升，充电利用率的提高将继续带动特来电盈利稳步提升。
　　充电网生态勾画未来蓝图。公司基于核心充电服务，持续扩大产业协同，联合生态伙伴构建充电网生态。截至2023 年底，公司在全国范围内已成立独资/合资公司超过 260 家，其中，合资方为政府投资平台、公交集团等国有企业的超过 150 家，打造了覆盖全国的电动汽车充电网。公司与70 多家车企达成共建品牌站、充电网数据支持等一项或多项合作形式。公司积极与银行、第三方支付机构等合作，打造生态联合会员等，立足于电车用户全生命周期，深度挖掘“充电+X”商业价值，打造了丰富多样的创新产品和服务。我们认为，随着公司生态网搭建日益完善，增值服务将为特来电提供第二增长极，为公司注入新的增长动力。
　　投资建议
　　我们认为特锐德传统电力设备业务稳扎稳打，将受益于电网建设投资加快；子公司特来电为充电桩行业龙头，充电网生态布局日益完善，随着新能源车保有量提高，充电业务盈利能力将持续增强。预计公司2024-2026 年营业收入分别为184.73 亿元、227.13 亿元、280.04 亿元，同比分别+27%、+23%、+23%。归母净利润为7.12 亿元、8.93 亿元、13.89 亿元，同比分别+45%、+26%、+56%。6 月27 日股价对应PE 分别为29、23、15 倍。首次覆盖，给予“买入”评级。
　　风险提示
　　电网设备投资不及预期、充电桩利用率不及预期，市场竞争加剧。",甬兴证券
950,950,2024-07-01,耐普矿机(300818)：选矿设备耐磨备件龙头 国际化持续推进,"　　事件描述
　　公司发布2024 年半年度业绩预告，预计上半年实现归母净利润8,000 万元--9,000 万元，同比增速50.00%-68.75%；实现扣非归母净利润7,805 万元--8,805 万元，同比增速63.92%-84.92%。
　　事件点评
　　公司单Q2 实现营收预计超3.72 亿元，归母净利润预计0.41-0.51 亿元。公司继续实施国际化发展战略，持续提升研发强度，提高运营效率，实现了收入及利润的良好增长。公司预计2024H1 营业收入预计较去年同比增长超55%，超6.2 亿元。分季度来看，公司2024Q2单季度营收预计超3.72 亿元，同比增速有望超60%；单季度归母净利润预计在0.41-0.51 亿元，同比有所下滑，主因2023Q2 汇兑收益对净利润的影响高达3,893 万元。
　　公司为橡胶复合耐磨备件领先企业，有望受益于橡胶复合耐磨备件替代金属备件的趋势。公司是一家集研发、生产、销售和服务于一体的重型矿山选矿装备及其新材料耐磨备件专业制造企业，为客户提供重型选矿装备优化，选矿工艺流程设计、咨询和优化等增值服务。
　　其中，公司长期专注于高分子复合新材料在选矿领域的运用，自主研发制造的高分子复合耐磨材料选矿备件在耐磨性、耐腐性、环保性等诸多方面优于传统金属材料备件，相比市场上的传统金属材料备件具有较强的竞争优势。目前选矿环节橡胶耐磨备件替代率不到15%，随着公司不断加大研发投入和产品推广力度，替代率会有较大幅度的提升空间。
　　选矿橡胶复合耐磨备件行业规模有望持续增长，耗材属性强。铜产量近20 年翻一倍，然而铜矿开采品位却从0.79%下降到0.43%，因此选矿备件的需求预计10-15 年将翻一倍，叠加橡胶复合备件的渗透加速，预计全球橡胶复合备件行业3-5 年就能实现规模翻倍。同时公司核心产品矿用橡胶耐磨备件属于消耗品，需定期更换，耗材属性强。
　　国际化战略持续推进，出口占比有望持续上升。目前海外龙头企业，例如美卓、史密斯、伟尔等，有较高的市场占有率，未来伴随着中资矿企出海，公司在全球市场份额提升潜力较大。同时，公司未来重心是发展海外市场，预计两年后公司出口收入占比提高到65%-70%以上，海外收入占比的增加也会提升公司整体的毛利率。
　　盈利预测与估值
　　预计公司2024-2026 年营业收入为12.64、13.92、17.81 亿，同比增速为34.78%、10.11%、27.99%；归母净利润为1.55、2.10、2.76亿元，同比增速为94.12%、34.88%、31.69%。公司2024-2026 年业绩对应PE 分别为25.84、19.16、14.55 倍，考虑到公司出海增长稳健，产品耗材属性强，竞争格局较好，首次覆盖，给予“增持”评级。
　　风险提示：
　　海外市场开拓不及预期风险；新品开拓不及预期；原材料价格波动。",中邮证券
